user_id,age,home_location,dining_frequency,favorite_cuisines,preferred_price_range,dietary_restrictions,avg_rating_given,total_reviews_written
10309,51,Dubai Marina,Weekly,Chinese,Medium,Vegetarian,3.01,38
10310,40,Business Bay,Weekly,Chinese,Luxury,Halal,3.95,103
10311,38,Downtown Dubai,Bi-Weekly,Seafood,Medium,Gluten-Free,3.23,37
10312,28,Dubai Marina,Bi-Weekly,Iranian,High,None,3.27,102
10313,43,Dubai Marina,Weekly,"Chinese, Seafood, Iranian",High,None,4.01,39
10314,42,Al Barsha,Bi-Weekly,"Mexican, Chinese, Seafood",High,Dairy-Free,3.67,145
10315,44,Jumeirah Beach Residence (JBR),Weekly,Mexican,Low,Vegetarian,4.35,6
10316,22,Abu Dhabi,Weekly,"Chinese, Italian, Seafood",High,None,3.45,5
10317,39,Ajman,Monthly,"Chinese, Mexican, Italian",High,Gluten-Free,4.04,87
10318,59,Downtown Dubai,Rarely,"Mediterranean, Indian",Luxury,None,4.0,69
10319,38,Palm Jumeirah,Bi-Weekly,"Iranian, Chinese",High,Vegetarian,4.42,68
10320,43,Ajman,Monthly,"Mediterranean, Thai, Iranian",Luxury,None,4.03,145
10321,56,Abu Dhabi,Weekly,"Mexican, Thai, Indian",Low,Dairy-Free,3.61,21
10322,48,Business Bay,Weekly,"Italian, Chinese",Low,Gluten-Free,3.2,114
10323,57,Ajman,Bi-Weekly,Emirati,High,Halal,4.3,16
10324,39,Ajman,Rarely,Mexican,High,None,3.09,87
10325,34,Jumeirah Lakes Towers (JLT),Rarely,Italian,Medium,Vegan,3.76,65
10326,27,Sharjah,Bi-Weekly,"Emirati, Thai, Italian",Low,Keto,4.15,85
10327,32,Downtown Dubai,Rarely,French,Luxury,Vegan,4.02,95
10328,52,Jumeirah Lakes Towers (JLT),Daily,Mediterranean,Medium,Gluten-Free,4.22,53
10329,56,Dubai Marina,Bi-Weekly,"Italian, Emirati",Low,Halal,4.06,59
10330,43,Business Bay,Monthly,"Seafood, Iranian",Luxury,Gluten-Free,3.79,150
10331,27,Jumeirah Lakes Towers (JLT),Monthly,"Seafood, Thai, Italian",Luxury,Vegan,3.27,18
10332,27,Al Barsha,Daily,Mexican,Low,Dairy-Free,3.15,63
10333,57,Palm Jumeirah,Monthly,"Italian, Mexican",Low,Gluten-Free,3.91,29
10334,27,Al Barsha,Rarely,"Italian, French",High,Keto,3.28,28
10335,33,Business Bay,Rarely,"Mexican, Iranian, Mediterranean",Low,Gluten-Free,4.43,60
10336,39,Business Bay,Daily,Thai,Medium,Vegetarian,3.88,9
10337,48,Dubai Marina,Bi-Weekly,"Mediterranean, Mexican",Luxury,Vegan,3.71,55
10338,57,Abu Dhabi,Rarely,"Thai, Mexican, Indian",Medium,Dairy-Free,3.97,104
10339,56,Ajman,Rarely,"Chinese, Mediterranean, Indian",Medium,Vegan,3.79,75
10340,43,Business Bay,Rarely,"Indian, Chinese",Medium,Dairy-Free,4.1,121
10341,24,Abu Dhabi,Monthly,Mexican,Medium,Vegan,4.15,49
10342,52,Business Bay,Daily,"Indian, Iranian, Mexican",Luxury,None,3.55,105
10343,57,Sharjah,Bi-Weekly,"Indian, Emirati, Mexican",Low,None,3.35,28
10344,22,Ajman,Rarely,"French, Thai",Luxury,None,3.49,144
10345,34,Dubai Marina,Rarely,"Thai, Chinese",Low,Halal,3.88,33
10346,41,Al Barsha,Rarely,Italian,Low,None,4.44,55
10347,47,Ajman,Bi-Weekly,"Indian, French, Seafood",Medium,Vegan,3.55,37
10348,27,Abu Dhabi,Monthly,"Emirati, Mexican, French",Low,None,4.33,93
10349,35,Abu Dhabi,Monthly,Mediterranean,Low,Gluten-Free,3.19,39
10350,36,Palm Jumeirah,Monthly,"Chinese, Emirati, French",High,Gluten-Free,4.1,22
10351,40,Palm Jumeirah,Bi-Weekly,"Thai, Italian",Low,Halal,4.09,88
10352,40,Dubai Marina,Bi-Weekly,Mexican,Medium,Halal,4.33,34
10353,28,Jumeirah Beach Residence (JBR),Bi-Weekly,Iranian,High,Halal,3.59,122
10354,60,Ajman,Daily,"Thai, Iranian",High,Vegetarian,3.53,47
10355,45,Ajman,Weekly,"Seafood, Emirati",Low,Halal,4.23,137
10356,58,Abu Dhabi,Monthly,Mexican,Low,Gluten-Free,4.4,87
10357,29,Sharjah,Monthly,Indian,Luxury,Vegetarian,3.47,127
10358,52,Business Bay,Rarely,"Emirati, Mexican",High,Keto,3.03,28
10359,57,Business Bay,Bi-Weekly,"Iranian, Mediterranean",High,Halal,3.82,68
10360,34,Jumeirah Lakes Towers (JLT),Weekly,"Emirati, Mexican, Mediterranean",High,Vegan,4.43,112
10361,53,Sharjah,Rarely,"Italian, Iranian, French",Luxury,Dairy-Free,3.45,15
10362,36,Jumeirah Lakes Towers (JLT),Bi-Weekly,"Italian, Indian, Mexican",Medium,Vegetarian,3.94,148
10363,27,Dubai Marina,Monthly,"Emirati, Chinese",Luxury,Keto,3.86,122
10364,49,Sharjah,Weekly,"Thai, Mediterranean",Medium,Vegetarian,3.8,144
10365,34,Ajman,Daily,"Mediterranean, Iranian, Italian",Medium,None,3.04,141
10366,48,Sharjah,Bi-Weekly,"Mediterranean, Seafood, Indian",Low,Keto,4.26,141
10367,56,Sharjah,Monthly,Emirati,High,Vegetarian,3.38,123
10368,50,Abu Dhabi,Rarely,"Chinese, Italian, Iranian",Luxury,Vegetarian,4.3,25
10369,34,Jumeirah Lakes Towers (JLT),Rarely,"Mexican, Mediterranean, Iranian",Luxury,Keto,4.09,65
10370,20,Ajman,Rarely,"Iranian, Mediterranean",High,Keto,4.28,63
10371,34,Dubai Marina,Daily,"Italian, Indian, Thai",Low,Gluten-Free,3.47,75
10372,56,Abu Dhabi,Bi-Weekly,Chinese,Low,Dairy-Free,3.19,39
10373,38,Sharjah,Monthly,"Emirati, Mediterranean, Mexican",Low,Gluten-Free,4.19,85
10374,60,Dubai Marina,Rarely,"Thai, Mediterranean, Italian",Medium,Dairy-Free,3.47,74
10375,45,Business Bay,Rarely,"Italian, Mediterranean",Luxury,None,3.24,89
10376,22,Downtown Dubai,Monthly,"Mediterranean, Thai, Chinese",Medium,Gluten-Free,3.54,97
10377,41,Jumeirah Lakes Towers (JLT),Bi-Weekly,Thai,High,Gluten-Free,4.36,9
10378,56,Jumeirah Beach Residence (JBR),Monthly,Chinese,Medium,Vegan,4.38,107
10379,53,Al Barsha,Rarely,"Chinese, Emirati, Seafood",Low,Keto,4.26,118
10380,20,Al Barsha,Weekly,Emirati,Luxury,Dairy-Free,4.4,57
10381,41,Abu Dhabi,Bi-Weekly,Indian,Low,Keto,3.27,143
10382,41,Business Bay,Weekly,"Mediterranean, Thai",Medium,Dairy-Free,3.78,28
10383,29,Ajman,Bi-Weekly,Indian,High,Keto,4.0,36
10384,45,Sharjah,Rarely,"French, Indian, Chinese",Medium,Vegan,3.33,108
10385,23,Business Bay,Bi-Weekly,Italian,Low,Vegetarian,3.32,112
10386,45,Abu Dhabi,Daily,Emirati,High,Dairy-Free,3.9,107
10387,23,Downtown Dubai,Weekly,"Mexican, Italian, Indian",High,Halal,3.52,103
10388,46,Business Bay,Monthly,"Mexican, Iranian",Low,None,3.39,17
10389,44,Downtown Dubai,Bi-Weekly,"Seafood, French, Emirati",High,None,3.23,41
10390,49,Dubai Marina,Weekly,"Indian, Mexican",Low,Vegetarian,4.06,119
10391,26,Downtown Dubai,Monthly,"Chinese, Indian",Luxury,Dairy-Free,3.0,34
10392,45,Jumeirah Beach Residence (JBR),Daily,"Emirati, Seafood, Mexican",High,Vegan,4.04,117
10393,20,Jumeirah Beach Residence (JBR),Monthly,"Italian, Iranian",Luxury,Halal,4.08,78
10394,52,Downtown Dubai,Daily,Italian,Medium,Vegetarian,4.06,108
10395,38,Ajman,Bi-Weekly,Chinese,Low,Keto,3.16,127
10396,23,Jumeirah Beach Residence (JBR),Daily,"Seafood, Chinese, French",Low,Gluten-Free,4.11,7
10397,49,Dubai Marina,Daily,"Emirati, Thai, Mexican",Medium,Keto,3.74,95
10398,55,Jumeirah Beach Residence (JBR),Weekly,Chinese,High,None,4.32,136
10399,45,Ajman,Weekly,"Emirati, Iranian, Indian",High,Vegetarian,3.23,39
10400,29,Abu Dhabi,Rarely,"French, Chinese",High,Keto,4.42,78
10401,49,Dubai Marina,Weekly,"French, Mediterranean",Low,Vegetarian,3.13,96
10402,55,Sharjah,Weekly,Italian,Low,Keto,4.18,110
10403,41,Abu Dhabi,Daily,"Iranian, Thai, Indian",Luxury,None,4.19,8
10404,39,Palm Jumeirah,Monthly,"Mexican, Thai",Luxury,Dairy-Free,4.0,127
10405,51,Dubai Marina,Bi-Weekly,French,Medium,Vegan,3.04,150
10406,43,Downtown Dubai,Bi-Weekly,Emirati,Low,Halal,4.18,6
10407,26,Downtown Dubai,Weekly,Mexican,High,Vegan,3.98,35
10408,35,Downtown Dubai,Daily,Thai,Luxury,Halal,4.37,46
10409,55,Ajman,Bi-Weekly,"Italian, Iranian, Mediterranean",Luxury,Gluten-Free,4.49,19
10410,57,Sharjah,Daily,French,Medium,Halal,3.98,95
10411,45,Ajman,Bi-Weekly,"French, Chinese",Low,Keto,3.1,59
10412,39,Sharjah,Daily,"Iranian, Mexican, Mediterranean",Medium,Vegetarian,3.15,88
10413,59,Business Bay,Bi-Weekly,Italian,Medium,Dairy-Free,3.39,82
10414,51,Sharjah,Monthly,"Chinese, Thai",Luxury,Keto,3.73,38
10415,56,Ajman,Bi-Weekly,"Indian, Chinese, Mexican",High,Halal,3.63,116
10416,50,Downtown Dubai,Weekly,"Mexican, Mediterranean",Medium,None,4.28,5
10417,35,Dubai Marina,Monthly,Iranian,Medium,Gluten-Free,3.26,115
10418,39,Jumeirah Lakes Towers (JLT),Rarely,"Emirati, French",High,Gluten-Free,3.1,7
10419,55,Business Bay,Daily,"Iranian, Mediterranean",Medium,Halal,3.51,111
10420,43,Dubai Marina,Rarely,"Emirati, Mexican",High,Keto,3.3,93
10421,23,Jumeirah Beach Residence (JBR),Weekly,"Emirati, French",Luxury,Vegetarian,4.07,21
10422,59,Jumeirah Beach Residence (JBR),Rarely,"Chinese, French, Mediterranean",Luxury,Vegetarian,3.85,106
10423,53,Downtown Dubai,Weekly,Mexican,Medium,Halal,4.18,149
10424,20,Jumeirah Beach Residence (JBR),Rarely,Indian,Low,Halal,3.6,127
10425,46,Ajman,Daily,"Chinese, Emirati",Luxury,Keto,4.37,88
10426,49,Ajman,Weekly,"Iranian, Emirati, French",Medium,Keto,3.65,104
10427,55,Jumeirah Lakes Towers (JLT),Rarely,"Thai, Emirati",Medium,Halal,3.19,28
10428,46,Al Barsha,Daily,"Chinese, Emirati",Low,None,3.17,38
10429,21,Jumeirah Lakes Towers (JLT),Monthly,"Indian, French, Thai",Luxury,Keto,3.36,102
10430,49,Jumeirah Lakes Towers (JLT),Weekly,Italian,Low,None,4.2,11
10431,26,Jumeirah Lakes Towers (JLT),Weekly,"Seafood, Indian",High,Halal,3.73,103
10432,57,Abu Dhabi,Daily,"Indian, Mediterranean, Emirati",Luxury,Dairy-Free,4.0,69
10433,59,Sharjah,Rarely,"Seafood, Chinese, French",Luxury,Halal,4.3,131
10434,36,Sharjah,Monthly,"Chinese, Iranian, Mediterranean",Low,Keto,4.25,102
10435,47,Business Bay,Rarely,"Indian, French",Low,Vegetarian,3.02,15
10436,49,Dubai Marina,Bi-Weekly,"French, Thai, Mediterranean",Medium,Gluten-Free,3.62,12
10437,53,Jumeirah Beach Residence (JBR),Rarely,"Mediterranean, Chinese",High,Halal,4.47,16
10438,41,Dubai Marina,Bi-Weekly,"Mexican, French, Iranian",High,Vegan,4.4,97
10439,34,Abu Dhabi,Daily,"Seafood, French",Low,Dairy-Free,3.01,33
10440,38,Jumeirah Beach Residence (JBR),Monthly,"Indian, Italian, Chinese",Medium,Gluten-Free,4.13,113
10441,26,Business Bay,Monthly,"Thai, Seafood, Emirati",Luxury,Halal,3.92,122
10442,27,Jumeirah Beach Residence (JBR),Daily,"Seafood, Thai",Medium,Gluten-Free,3.97,12
10443,39,Business Bay,Bi-Weekly,"Seafood, Chinese",Medium,Halal,3.37,120
10444,31,Business Bay,Rarely,Mediterranean,Medium,Dairy-Free,4.29,111
10445,36,Jumeirah Beach Residence (JBR),Monthly,Italian,Medium,None,3.81,21
10446,25,Ajman,Bi-Weekly,"Emirati, French",Low,Keto,3.55,86
10447,21,Abu Dhabi,Bi-Weekly,Indian,Luxury,Dairy-Free,3.73,64
10448,53,Jumeirah Beach Residence (JBR),Weekly,"Indian, Mediterranean, Italian",Low,Dairy-Free,3.16,60
10449,39,Palm Jumeirah,Daily,"Chinese, Mediterranean, Seafood",Medium,Vegan,3.24,130
10450,56,Downtown Dubai,Bi-Weekly,"Thai, Iranian",Low,None,4.42,26
10451,35,Business Bay,Rarely,French,Low,Keto,4.4,9
10452,40,Ajman,Rarely,"Indian, Mediterranean, Thai",Low,Halal,3.61,148
10453,30,Sharjah,Monthly,"Emirati, Mediterranean",High,Gluten-Free,3.83,78
10454,28,Downtown Dubai,Daily,Indian,Luxury,Vegan,3.22,149
10455,58,Sharjah,Rarely,"Thai, Italian",High,Dairy-Free,4.0,150
10456,20,Abu Dhabi,Monthly,"Thai, Italian",High,None,3.36,139
10457,51,Jumeirah Beach Residence (JBR),Monthly,Mediterranean,High,Halal,4.15,100
10458,25,Palm Jumeirah,Monthly,Iranian,Luxury,Vegan,3.15,98
10459,41,Sharjah,Bi-Weekly,"Mexican, Chinese",Medium,Keto,4.07,92
10460,29,Downtown Dubai,Daily,"Emirati, French, Chinese",Medium,Vegetarian,4.2,113
10461,56,Jumeirah Beach Residence (JBR),Weekly,Emirati,Luxury,Dairy-Free,4.29,150
10462,57,Sharjah,Bi-Weekly,"Iranian, Thai",High,Halal,3.09,125
10463,28,Ajman,Bi-Weekly,Thai,Medium,Vegan,3.99,67
10464,51,Business Bay,Weekly,"Thai, French, Mexican",High,Keto,3.99,107
10465,49,Jumeirah Beach Residence (JBR),Daily,"Thai, Chinese, Indian",High,Dairy-Free,3.63,130
10466,35,Downtown Dubai,Daily,"Chinese, Iranian, Italian",Medium,None,3.36,58
10467,39,Palm Jumeirah,Rarely,"Italian, French",Luxury,Gluten-Free,3.87,63
10468,26,Business Bay,Monthly,"Iranian, Mediterranean",Medium,Halal,4.02,73
10469,40,Dubai Marina,Monthly,"Seafood, Iranian",High,Dairy-Free,3.68,107
10470,44,Downtown Dubai,Rarely,"Thai, Indian",Low,Dairy-Free,3.4,64
10471,41,Palm Jumeirah,Monthly,"Emirati, Indian",High,Dairy-Free,3.68,147
10472,36,Sharjah,Bi-Weekly,"Italian, Emirati",Luxury,Vegan,4.46,99
10473,32,Al Barsha,Weekly,"Thai, Mediterranean, Italian",Low,Dairy-Free,3.18,72
10474,45,Ajman,Weekly,"Italian, Chinese",Luxury,None,3.89,138
10475,39,Ajman,Daily,"Emirati, Thai, Indian",Medium,None,3.17,7
10476,27,Downtown Dubai,Weekly,Seafood,Luxury,Dairy-Free,3.99,69
10477,36,Palm Jumeirah,Bi-Weekly,"Iranian, Mexican, Italian",High,Halal,3.3,131
10478,38,Palm Jumeirah,Rarely,Italian,High,Dairy-Free,3.95,131
10479,32,Palm Jumeirah,Bi-Weekly,"Thai, Iranian",Luxury,Keto,3.59,148
10480,59,Jumeirah Lakes Towers (JLT),Daily,"Indian, Mediterranean, Italian",Medium,Gluten-Free,3.86,28
10481,58,Dubai Marina,Monthly,Seafood,Low,Gluten-Free,4.05,49
10482,59,Downtown Dubai,Bi-Weekly,"Thai, Chinese",Low,Vegan,3.99,146
10483,60,Ajman,Rarely,Seafood,Medium,Dairy-Free,3.14,108
10484,31,Sharjah,Bi-Weekly,"Seafood, Thai, French",Medium,None,3.21,119
10485,36,Jumeirah Beach Residence (JBR),Bi-Weekly,Chinese,High,Dairy-Free,3.08,107
10486,43,Abu Dhabi,Bi-Weekly,Chinese,Low,Gluten-Free,3.75,124
10487,49,Jumeirah Lakes Towers (JLT),Daily,"Seafood, French",High,Halal,4.24,94
10488,24,Downtown Dubai,Rarely,Italian,Low,Dairy-Free,3.15,142
10489,41,Jumeirah Lakes Towers (JLT),Daily,"Italian, French",Luxury,Halal,3.13,123
10490,43,Business Bay,Daily,Emirati,High,Dairy-Free,3.14,9
10491,59,Business Bay,Rarely,Emirati,High,Gluten-Free,3.1,56
10492,33,Abu Dhabi,Rarely,"Mediterranean, Emirati, Chinese",Low,Gluten-Free,4.28,78
10493,44,Abu Dhabi,Weekly,"Chinese, Mexican",High,None,3.41,112
10494,34,Jumeirah Beach Residence (JBR),Rarely,Thai,Low,Vegan,4.02,18
10495,34,Downtown Dubai,Bi-Weekly,"Italian, Mexican",High,Gluten-Free,3.86,8
10496,39,Palm Jumeirah,Daily,"Chinese, Seafood",Luxury,Vegan,3.79,66
10497,29,Jumeirah Beach Residence (JBR),Weekly,Thai,Medium,Dairy-Free,4.09,66
10498,44,Al Barsha,Rarely,"Seafood, Mexican",Medium,Dairy-Free,3.95,52
10499,22,Sharjah,Daily,Mediterranean,Low,Dairy-Free,3.8,7
10500,53,Business Bay,Daily,"Iranian, Italian",Medium,Vegan,4.05,148
10501,43,Palm Jumeirah,Monthly,"French, Chinese, Iranian",Luxury,Vegan,4.24,74
10502,37,Al Barsha,Daily,"Seafood, Thai",Low,Halal,4.36,79
10503,31,Al Barsha,Weekly,Seafood,Low,Vegetarian,4.11,115
10504,26,Abu Dhabi,Monthly,"Iranian, French",High,Dairy-Free,3.74,98
10505,37,Dubai Marina,Bi-Weekly,"Emirati, Mediterranean",Medium,None,4.31,53
10506,52,Downtown Dubai,Daily,Mediterranean,Luxury,Gluten-Free,3.8,133
10507,52,Jumeirah Beach Residence (JBR),Monthly,"Chinese, Italian, Seafood",Low,Dairy-Free,3.55,51
10508,21,Jumeirah Lakes Towers (JLT),Rarely,"French, Iranian, Italian",Low,Gluten-Free,3.97,4
10509,58,Ajman,Bi-Weekly,Seafood,Low,Gluten-Free,4.18,34
10510,21,Sharjah,Daily,"Seafood, Iranian, Mediterranean",High,Vegetarian,3.18,18
10511,48,Jumeirah Beach Residence (JBR),Rarely,"Mexican, Italian",High,None,4.21,121
10512,60,Business Bay,Daily,Mediterranean,High,Vegetarian,4.01,8
10513,38,Sharjah,Daily,"Italian, Thai, French",High,Dairy-Free,4.35,17
10514,21,Downtown Dubai,Daily,Thai,High,None,4.3,37
10515,35,Dubai Marina,Rarely,"Chinese, Seafood",Luxury,Dairy-Free,4.49,28
10516,57,Business Bay,Daily,"Mexican, Mediterranean",Medium,Keto,3.16,87
10517,50,Sharjah,Daily,"Iranian, Mediterranean, Thai",Low,Vegan,4.08,119
10518,29,Jumeirah Lakes Towers (JLT),Daily,"Emirati, Chinese, Indian",Medium,Gluten-Free,4.12,120
10519,29,Al Barsha,Rarely,"Mexican, Indian, French",Low,Vegetarian,3.63,71
10520,30,Palm Jumeirah,Daily,"Indian, Mediterranean, Emirati",Low,Vegetarian,4.03,8
10521,26,Palm Jumeirah,Monthly,"Thai, French",Low,Gluten-Free,3.33,131
10522,56,Palm Jumeirah,Rarely,"French, Chinese, Iranian",Medium,Vegetarian,4.22,55
10523,40,Dubai Marina,Bi-Weekly,Mexican,Medium,Vegetarian,4.18,53
10524,60,Jumeirah Beach Residence (JBR),Bi-Weekly,"Mexican, Indian",Luxury,Vegan,3.65,45
10525,36,Palm Jumeirah,Rarely,"Emirati, Italian, French",Luxury,Dairy-Free,3.37,68
10526,21,Ajman,Daily,Mediterranean,Medium,Keto,3.2,62
10527,44,Dubai Marina,Rarely,Thai,Low,Vegan,3.69,13
10528,53,Jumeirah Lakes Towers (JLT),Bi-Weekly,"Seafood, Thai, Iranian",High,Vegetarian,3.42,54
10529,43,Palm Jumeirah,Rarely,"Chinese, Mexican, Indian",Medium,Vegetarian,3.14,9
10530,54,Abu Dhabi,Bi-Weekly,Italian,Low,Keto,4.37,140
10531,37,Abu Dhabi,Bi-Weekly,Emirati,High,None,4.42,78
10532,43,Downtown Dubai,Bi-Weekly,"Chinese, Emirati, French",High,Halal,3.68,61
10533,24,Abu Dhabi,Monthly,"Italian, Mexican",Luxury,Halal,4.23,88
10534,26,Abu Dhabi,Rarely,"Italian, Iranian",Low,Vegetarian,3.93,110
10535,34,Palm Jumeirah,Weekly,Italian,High,Keto,4.47,88
10536,46,Jumeirah Beach Residence (JBR),Rarely,"Emirati, Italian",High,Halal,4.33,87
10537,39,Abu Dhabi,Daily,French,Luxury,Vegetarian,3.56,77
10538,46,Jumeirah Lakes Towers (JLT),Monthly,Italian,High,Gluten-Free,4.29,73
10539,41,Business Bay,Weekly,"Mediterranean, Italian",Medium,Gluten-Free,3.63,139
10540,53,Abu Dhabi,Bi-Weekly,Chinese,High,Dairy-Free,3.38,36
10541,46,Jumeirah Lakes Towers (JLT),Weekly,"Mediterranean, Emirati, Mexican",High,None,4.39,140
10542,59,Abu Dhabi,Weekly,"Mediterranean, Seafood",High,Halal,3.89,134
10543,45,Downtown Dubai,Bi-Weekly,"Emirati, Mediterranean, Iranian",Low,Dairy-Free,3.03,76
10544,26,Jumeirah Beach Residence (JBR),Rarely,"Mexican, Indian",High,Keto,3.71,106
10545,53,Al Barsha,Weekly,"Seafood, Mexican",Luxury,Vegan,3.52,67
10546,45,Ajman,Rarely,"Indian, Seafood",Luxury,Keto,3.69,121
10547,55,Business Bay,Monthly,"Emirati, Chinese",Luxury,Dairy-Free,4.2,136
10548,35,Ajman,Rarely,"Thai, Seafood",High,Gluten-Free,3.64,78
10549,45,Al Barsha,Monthly,Mexican,Medium,Halal,3.38,92
10550,33,Ajman,Daily,"Italian, Mediterranean, Mexican",High,Gluten-Free,3.71,144
10551,53,Ajman,Monthly,"Mexican, Italian, Seafood",Low,Vegetarian,4.04,7
10552,49,Business Bay,Daily,Mediterranean,Low,Vegetarian,3.92,141
10553,45,Ajman,Daily,"Thai, Iranian",Medium,None,3.86,51
10554,55,Abu Dhabi,Weekly,"Italian, Mexican, Thai",Low,Vegetarian,3.48,68
10555,59,Business Bay,Daily,"Chinese, Emirati",Low,Gluten-Free,3.94,24
10556,39,Jumeirah Beach Residence (JBR),Rarely,"Chinese, Seafood, Iranian",Medium,None,3.44,71
10557,45,Sharjah,Daily,"French, Mexican",Low,Halal,3.33,123
10558,53,Sharjah,Bi-Weekly,Italian,Low,Vegan,3.09,108
10559,21,Downtown Dubai,Monthly,"Seafood, Mediterranean, Chinese",Low,Dairy-Free,3.67,34
10560,51,Business Bay,Monthly,"Mexican, Iranian, Thai",Medium,Keto,3.83,41
10561,55,Business Bay,Daily,"Seafood, Thai",Medium,Gluten-Free,3.45,66
10562,20,Jumeirah Beach Residence (JBR),Weekly,Chinese,Medium,Vegetarian,3.14,110
10563,38,Abu Dhabi,Daily,Indian,Luxury,None,3.49,65
10564,26,Dubai Marina,Bi-Weekly,"Mexican, Indian, Thai",Luxury,None,3.79,57
10565,43,Business Bay,Weekly,"Mexican, Italian, Chinese",Medium,None,3.02,32
10566,35,Business Bay,Monthly,"Italian, Mediterranean, Seafood",Luxury,Vegetarian,3.04,149
10567,24,Ajman,Daily,Thai,Low,Keto,3.05,21
10568,40,Jumeirah Beach Residence (JBR),Monthly,Mediterranean,Luxury,Dairy-Free,4.07,115
10569,24,Abu Dhabi,Rarely,"Mediterranean, Chinese",Medium,Gluten-Free,4.17,23
10570,40,Business Bay,Daily,"French, Mexican",Low,Keto,3.66,61
10571,27,Dubai Marina,Daily,"Emirati, Mexican",Medium,Halal,3.22,95
10572,56,Palm Jumeirah,Bi-Weekly,"French, Emirati",High,Vegetarian,3.28,103
10573,46,Al Barsha,Monthly,"Italian, Chinese",Medium,Vegan,4.14,136
10574,53,Al Barsha,Rarely,Seafood,Luxury,Vegetarian,3.34,27
10575,39,Dubai Marina,Bi-Weekly,"Mediterranean, Emirati",Medium,Dairy-Free,3.7,76
10576,27,Downtown Dubai,Monthly,Indian,Luxury,Halal,3.47,45
10577,43,Sharjah,Weekly,"French, Mediterranean, Seafood",High,Gluten-Free,3.26,137
10578,37,Jumeirah Beach Residence (JBR),Monthly,Mediterranean,Medium,Dairy-Free,3.2,142
10579,51,Business Bay,Daily,"French, Mediterranean",High,Keto,3.04,135
10580,55,Downtown Dubai,Bi-Weekly,Seafood,Low,None,3.51,20
10581,35,Palm Jumeirah,Bi-Weekly,"Mediterranean, Thai, Italian",Luxury,Vegan,3.81,84
10582,58,Jumeirah Lakes Towers (JLT),Weekly,Italian,Medium,Vegetarian,3.14,8
10583,53,Ajman,Rarely,"French, Seafood, Italian",Low,Halal,3.46,111
10584,52,Business Bay,Rarely,Iranian,Medium,Vegan,3.66,40
10585,43,Downtown Dubai,Daily,Emirati,High,Keto,4.18,14
10586,38,Business Bay,Rarely,"Mexican, Iranian",Medium,Halal,3.74,39
10587,30,Business Bay,Bi-Weekly,"Thai, Indian, Seafood",Medium,Dairy-Free,3.26,24
10588,56,Jumeirah Beach Residence (JBR),Weekly,"Mexican, Seafood",Luxury,Halal,3.07,58
10589,29,Business Bay,Daily,Chinese,Low,Gluten-Free,3.59,55
10590,36,Jumeirah Beach Residence (JBR),Daily,Italian,Luxury,Keto,4.39,104
10591,34,Ajman,Rarely,Mexican,Medium,Vegetarian,4.25,37
10592,45,Sharjah,Bi-Weekly,Indian,Medium,Halal,3.02,132
10593,55,Jumeirah Beach Residence (JBR),Bi-Weekly,Emirati,Low,Keto,3.9,101
10594,52,Ajman,Bi-Weekly,Iranian,High,Keto,3.5,132
10595,47,Al Barsha,Daily,"Chinese, Iranian, Indian",Low,Keto,3.5,51
10596,54,Jumeirah Beach Residence (JBR),Monthly,"Iranian, Seafood, Mexican",High,Halal,3.03,48
10597,20,Business Bay,Monthly,"Seafood, Italian, Mexican",Medium,Halal,3.01,65
10598,55,Al Barsha,Bi-Weekly,"Italian, Iranian",Medium,Dairy-Free,3.56,41
10599,28,Jumeirah Beach Residence (JBR),Bi-Weekly,"Mexican, Indian",High,Dairy-Free,3.67,58
10600,52,Al Barsha,Daily,"Emirati, Seafood, Chinese",Medium,Gluten-Free,4.27,24
10601,34,Abu Dhabi,Weekly,"Indian, Iranian",Low,Dairy-Free,3.47,149
10602,42,Sharjah,Rarely,French,Low,None,3.08,107
10603,51,Jumeirah Beach Residence (JBR),Daily,"Iranian, Seafood",Luxury,Vegan,4.38,136
10604,57,Business Bay,Daily,"Iranian, Thai, Indian",Medium,Dairy-Free,3.1,94
10605,23,Downtown Dubai,Daily,Italian,Luxury,Halal,3.35,59
10606,54,Abu Dhabi,Monthly,"French, Italian",Low,Keto,3.2,87
10607,20,Jumeirah Lakes Towers (JLT),Daily,"Thai, Italian",Low,Vegetarian,3.52,85
10608,50,Ajman,Weekly,French,Medium,Halal,4.3,146
10609,56,Jumeirah Beach Residence (JBR),Monthly,"Thai, Iranian",Luxury,Vegetarian,3.16,93
10610,33,Ajman,Rarely,"Thai, Mediterranean",Luxury,Keto,4.23,142
10611,31,Business Bay,Weekly,"Thai, Indian, Seafood",Low,Halal,4.05,55
10612,41,Jumeirah Lakes Towers (JLT),Monthly,Chinese,Luxury,Halal,3.08,18
10613,47,Downtown Dubai,Rarely,"Mexican, Iranian",Low,Vegan,3.62,79
10614,57,Jumeirah Lakes Towers (JLT),Daily,"Iranian, Italian",Low,Vegetarian,4.23,138
10615,50,Al Barsha,Monthly,"Italian, Iranian, French",Low,Dairy-Free,3.72,119
10616,53,Sharjah,Rarely,Thai,Medium,None,3.32,148
10617,42,Jumeirah Lakes Towers (JLT),Weekly,"Italian, Indian",High,None,3.63,89
10618,55,Jumeirah Beach Residence (JBR),Weekly,"Italian, Mexican",Luxury,Vegan,3.15,5
