date,cuisine_type,popularity_score,avg_price,season,day_type,is_holiday,weather_impact_category,booking_lead_time_days
2024-03-11,Chinese,61.24,178.33,Winter/Peak,Weekday,False,Favorable Weather,1
2024-03-11,Indian,83.83,163.58,Winter/Peak,Weekday,False,Favorable Weather,5
2024-03-11,Mexican,68.29,159.94,Winter/Peak,Weekday,False,Favorable Weather,1
2024-03-11,French,74.33,360.62,Winter/Peak,Weekday,False,Favorable Weather,2
2024-03-11,Thai,80.02,119.28,Winter/Peak,Weekday,False,Favorable Weather,7
2024-03-11,Iranian,79.39,186.55,Winter/Peak,Weekday,False,Favorable Weather,3
2024-03-11,Mediterranean,86.45,360.98,Winter/Peak,Weekday,False,Favorable Weather,2
2024-03-11,Emirati,95.15,217.52,Winter/Peak,Weekday,False,Favorable Weather,11
2024-03-11,Seafood,78.63,249.72,Winter/Peak,Weekday,False,Favorable Weather,3
2024-03-12,Italian,81.05,195.7,Winter/Peak,Weekday,False,Neutral,2
2024-03-12,Chinese,83.72,125.22,Winter/Peak,Weekday,False,Neutral,2
2024-03-12,Indian,59.78,132.72,Winter/Peak,Weekday,False,Neutral,0
2024-03-12,Mexican,73.95,227.56,Winter/Peak,Weekday,False,Neutral,3
2024-03-12,French,71.59,306.49,Winter/Peak,Weekday,False,Neutral,2
2024-03-12,Thai,76.57,206.61,Winter/Peak,Weekday,False,Neutral,1
2024-03-12,Iranian,82.68,129.57,Winter/Peak,Weekday,False,Neutral,5
2024-03-12,Mediterranean,72.23,227.46,Winter/Peak,Weekday,False,Neutral,3
2024-03-12,Emirati,68.92,307.5,Winter/Peak,Weekday,False,Neutral,1
2024-03-12,Seafood,63.27,331.26,Winter/Peak,Weekday,False,Neutral,1
2024-03-13,Italian,71.91,233.08,Winter/Peak,Weekday,False,Moderate Heat Impact,2
2024-03-13,Chinese,52.08,124.78,Winter/Peak,Weekday,False,Moderate Heat Impact,0
2024-03-13,Indian,72.56,165.96,Winter/Peak,Weekday,False,Moderate Heat Impact,2
2024-03-13,Mexican,65.24,176.73,Winter/Peak,Weekday,False,Moderate Heat Impact,1
2024-03-13,French,87.44,345.11,Winter/Peak,Weekday,False,Moderate Heat Impact,4
2024-03-13,Thai,68.61,228.52,Winter/Peak,Weekday,False,Moderate Heat Impact,1
2024-03-13,Iranian,57.43,237.56,Winter/Peak,Weekday,False,Moderate Heat Impact,1
2024-03-13,Mediterranean,60.0,338.64,Winter/Peak,Weekday,False,Moderate Heat Impact,1
2024-03-13,Emirati,63.99,249.56,Winter/Peak,Weekday,False,Moderate Heat Impact,1
2024-03-13,Seafood,59.36,206.43,Winter/Peak,Weekday,False,Moderate Heat Impact,1
2024-03-14,Italian,73.21,176.69,Winter/Peak,Weekday,False,Neutral,1
2024-03-14,Chinese,82.9,229.33,Winter/Peak,Weekday,False,Neutral,3
2024-03-14,Indian,68.19,138.42,Winter/Peak,Weekday,False,Neutral,2
2024-03-14,Mexican,68.26,116.82,Winter/Peak,Weekday,False,Neutral,2
2024-03-14,French,59.51,280.53,Winter/Peak,Weekday,False,Neutral,1
2024-03-14,Thai,79.81,222.67,Winter/Peak,Weekday,False,Neutral,2
2024-03-14,Iranian,53.45,172.25,Winter/Peak,Weekday,False,Neutral,0
2024-03-14,Mediterranean,61.14,217.5,Winter/Peak,Weekday,False,Neutral,1
2024-03-14,Emirati,74.91,209.12,Winter/Peak,Weekday,False,Neutral,3
2024-03-14,Seafood,83.96,287.1,Winter/Peak,Weekday,False,Neutral,5
2024-03-15,Italian,96.59,245.69,Winter/Peak,Weekend,False,Moderate Heat Impact,7
2024-03-15,Chinese,74.76,273.98,Winter/Peak,Weekend,False,Moderate Heat Impact,2
2024-03-15,Indian,72.47,141.78,Winter/Peak,Weekend,False,Moderate Heat Impact,2
2024-03-15,Mexican,97.65,167.68,Winter/Peak,Weekend,False,Moderate Heat Impact,11
2024-03-15,French,71.62,371.66,Winter/Peak,Weekend,False,Moderate Heat Impact,3
2024-03-15,Thai,79.15,242.51,Winter/Peak,Weekend,False,Moderate Heat Impact,1
2024-03-15,Iranian,78.18,117.85,Winter/Peak,Weekend,False,Moderate Heat Impact,3
2024-03-15,Mediterranean,100.0,268.35,Winter/Peak,Weekend,False,Moderate Heat Impact,14
2024-03-15,Emirati,100.0,265.01,Winter/Peak,Weekend,False,Moderate Heat Impact,8
2024-03-15,Seafood,100.0,255.23,Winter/Peak,Weekend,False,Moderate Heat Impact,12
2024-03-16,Italian,86.55,163.91,Winter/Peak,Weekend,False,Moderate Heat Impact,2
2024-03-16,Chinese,68.23,238.22,Winter/Peak,Weekend,False,Moderate Heat Impact,3
2024-03-16,Indian,97.14,139.3,Winter/Peak,Weekend,False,Moderate Heat Impact,9
2024-03-16,Mexican,97.44,198.08,Winter/Peak,Weekend,False,Moderate Heat Impact,7
2024-03-16,French,96.86,327.43,Winter/Peak,Weekend,False,Moderate Heat Impact,5
2024-03-16,Thai,73.28,263.98,Winter/Peak,Weekend,False,Moderate Heat Impact,3
2024-03-16,Iranian,96.91,161.32,Winter/Peak,Weekend,False,Moderate Heat Impact,12
2024-03-16,Mediterranean,99.05,257.69,Winter/Peak,Weekend,False,Moderate Heat Impact,9
2024-03-16,Emirati,100.0,345.97,Winter/Peak,Weekend,False,Moderate Heat Impact,12
2024-03-16,Seafood,100.0,231.14,Winter/Peak,Weekend,False,Moderate Heat Impact,9
2024-03-17,Italian,66.94,228.68,Winter/Peak,Weekday,False,Moderate Heat Impact,2
2024-03-17,Chinese,68.31,128.79,Winter/Peak,Weekday,False,Moderate Heat Impact,3
2024-03-17,Indian,73.3,116.36,Winter/Peak,Weekday,False,Moderate Heat Impact,3
2024-03-17,Mexican,73.76,241.05,Winter/Peak,Weekday,False,Moderate Heat Impact,1
2024-03-17,French,81.51,408.73,Winter/Peak,Weekday,False,Moderate Heat Impact,7
2024-03-17,Thai,63.46,217.64,Winter/Peak,Weekday,False,Moderate Heat Impact,0
2024-03-17,Iranian,60.25,143.55,Winter/Peak,Weekday,False,Moderate Heat Impact,0
2024-03-17,Mediterranean,57.98,214.8,Winter/Peak,Weekday,False,Moderate Heat Impact,1
2024-03-17,Emirati,66.13,262.34,Winter/Peak,Weekday,False,Moderate Heat Impact,3
2024-03-17,Seafood,66.99,301.37,Winter/Peak,Weekday,False,Moderate Heat Impact,1
2024-03-18,Italian,56.35,110.61,Winter/Peak,Weekday,False,High Favorable Weather,0
2024-03-18,Chinese,82.69,202.36,Winter/Peak,Weekday,False,High Favorable Weather,6
2024-03-18,Indian,80.41,229.35,Winter/Peak,Weekday,False,High Favorable Weather,4
2024-03-18,Mexican,85.68,119.76,Winter/Peak,Weekday,False,High Favorable Weather,2
2024-03-18,French,62.46,296.85,Winter/Peak,Weekday,False,High Favorable Weather,0
2024-03-18,Thai,62.87,214.47,Winter/Peak,Weekday,False,High Favorable Weather,0
2024-03-18,Iranian,84.93,154.39,Winter/Peak,Weekday,False,High Favorable Weather,7
2024-03-18,Mediterranean,82.69,393.39,Winter/Peak,Weekday,False,High Favorable Weather,5
2024-03-18,Emirati,97.24,208.16,Winter/Peak,Weekday,False,High Favorable Weather,8
2024-03-18,Seafood,91.96,346.4,Winter/Peak,Weekday,False,High Favorable Weather,12
2024-03-19,Italian,65.82,237.08,Winter/Peak,Weekday,False,Neutral,3
2024-03-19,Chinese,69.04,218.03,Winter/Peak,Weekday,False,Neutral,2
2024-03-19,Indian,82.3,106.94,Winter/Peak,Weekday,False,Neutral,6
2024-03-19,Mexican,70.16,218.13,Winter/Peak,Weekday,False,Neutral,1
2024-03-19,French,66.7,300.13,Winter/Peak,Weekday,False,Neutral,2
2024-03-19,Thai,57.19,116.9,Winter/Peak,Weekday,False,Neutral,1
2024-03-19,Iranian,82.97,164.95,Winter/Peak,Weekday,False,Neutral,6
2024-03-19,Mediterranean,74.75,330.88,Winter/Peak,Weekday,False,Neutral,2
2024-03-19,Emirati,82.22,309.47,Winter/Peak,Weekday,False,Neutral,2
2024-03-19,Seafood,79.1,202.49,Winter/Peak,Weekday,False,Neutral,3
2024-03-20,Italian,77.0,248.59,Winter/Peak,Weekday,False,High Favorable Weather,2
2024-03-20,Chinese,74.61,156.81,Winter/Peak,Weekday,False,High Favorable Weather,1
2024-03-20,Indian,57.44,212.88,Winter/Peak,Weekday,False,High Favorable Weather,0
2024-03-20,Mexican,58.57,221.93,Winter/Peak,Weekday,False,High Favorable Weather,0
2024-03-20,French,71.1,224.4,Winter/Peak,Weekday,False,High Favorable Weather,2
2024-03-20,Thai,59.79,208.03,Winter/Peak,Weekday,False,High Favorable Weather,1
2024-03-20,Iranian,72.62,166.53,Winter/Peak,Weekday,False,High Favorable Weather,2
2024-03-20,Mediterranean,67.37,384.03,Winter/Peak,Weekday,False,High Favorable Weather,1
2024-03-20,Emirati,84.81,343.61,Winter/Peak,Weekday,False,High Favorable Weather,5
2024-03-20,Seafood,93.21,239.14,Winter/Peak,Weekday,False,High Favorable Weather,8
2024-03-21,Italian,71.61,114.33,Winter/Peak,Weekday,False,High Favorable Weather,3
2024-03-21,Chinese,79.92,110.01,Winter/Peak,Weekday,False,High Favorable Weather,1
2024-03-21,Indian,73.36,131.54,Winter/Peak,Weekday,False,High Favorable Weather,2
2024-03-21,Mexican,61.9,191.84,Winter/Peak,Weekday,False,High Favorable Weather,1
2024-03-21,French,83.34,311.77,Winter/Peak,Weekday,False,High Favorable Weather,4
2024-03-21,Thai,70.37,112.92,Winter/Peak,Weekday,False,High Favorable Weather,3
2024-03-21,Iranian,72.32,220.37,Winter/Peak,Weekday,False,High Favorable Weather,3
2024-03-21,Mediterranean,88.54,365.89,Winter/Peak,Weekday,False,High Favorable Weather,3
2024-03-21,Emirati,83.42,331.99,Winter/Peak,Weekday,False,High Favorable Weather,5
2024-03-21,Seafood,73.95,237.05,Winter/Peak,Weekday,False,High Favorable Weather,1
2024-03-22,Italian,70.22,140.83,Winter/Peak,Weekend,False,Moderate Heat Impact,3
2024-03-22,Chinese,84.66,148.56,Winter/Peak,Weekend,False,Moderate Heat Impact,3
2024-03-22,Indian,99.86,207.98,Winter/Peak,Weekend,False,Moderate Heat Impact,11
2024-03-22,Mexican,63.61,220.23,Winter/Peak,Weekend,False,Moderate Heat Impact,1
2024-03-22,French,99.56,280.3,Winter/Peak,Weekend,False,Moderate Heat Impact,11
2024-03-22,Thai,66.43,161.31,Winter/Peak,Weekend,False,Moderate Heat Impact,3
2024-03-22,Iranian,66.8,172.84,Winter/Peak,Weekend,False,Moderate Heat Impact,1
2024-03-22,Mediterranean,99.48,386.15,Winter/Peak,Weekend,False,Moderate Heat Impact,6
2024-03-22,Emirati,93.0,305.38,Winter/Peak,Weekend,False,Moderate Heat Impact,10
2024-03-22,Seafood,86.28,263.22,Winter/Peak,Weekend,False,Moderate Heat Impact,6
2024-03-23,Italian,77.33,246.72,Winter/Peak,Weekend,False,High Favorable Weather,1
2024-03-23,Chinese,66.59,120.05,Winter/Peak,Weekend,False,High Favorable Weather,2
2024-03-23,Indian,93.31,159.32,Winter/Peak,Weekend,False,High Favorable Weather,11
2024-03-23,Mexican,74.01,190.67,Winter/Peak,Weekend,False,High Favorable Weather,2
2024-03-23,French,84.72,316.5,Winter/Peak,Weekend,False,High Favorable Weather,2
2024-03-23,Thai,90.45,129.09,Winter/Peak,Weekend,False,High Favorable Weather,7
2024-03-23,Iranian,70.81,190.14,Winter/Peak,Weekend,False,High Favorable Weather,2
2024-03-23,Mediterranean,99.16,274.3,Winter/Peak,Weekend,False,High Favorable Weather,11
2024-03-23,Emirati,100.0,308.82,Winter/Peak,Weekend,False,High Favorable Weather,7
2024-03-23,Seafood,83.48,281.5,Winter/Peak,Weekend,False,High Favorable Weather,6
2024-03-24,Italian,74.18,110.39,Winter/Peak,Weekday,False,Favorable Weather,3
2024-03-24,Chinese,75.12,138.04,Winter/Peak,Weekday,False,Favorable Weather,3
2024-03-24,Indian,78.38,197.17,Winter/Peak,Weekday,False,Favorable Weather,2
2024-03-24,Mexican,56.57,195.73,Winter/Peak,Weekday,False,Favorable Weather,0
2024-03-24,French,84.15,391.17,Winter/Peak,Weekday,False,Favorable Weather,6
2024-03-24,Thai,72.23,176.74,Winter/Peak,Weekday,False,Favorable Weather,3
2024-03-24,Iranian,59.3,218.56,Winter/Peak,Weekday,False,Favorable Weather,1
2024-03-24,Mediterranean,85.33,343.51,Winter/Peak,Weekday,False,Favorable Weather,5
2024-03-24,Emirati,66.89,289.27,Winter/Peak,Weekday,False,Favorable Weather,1
2024-03-24,Seafood,80.53,331.94,Winter/Peak,Weekday,False,Favorable Weather,4
2024-03-25,Italian,66.53,111.42,Winter/Peak,Weekday,False,Neutral,2
2024-03-25,Chinese,80.71,231.06,Winter/Peak,Weekday,False,Neutral,4
2024-03-25,Indian,57.66,163.57,Winter/Peak,Weekday,False,Neutral,0
2024-03-25,Mexican,76.1,125.7,Winter/Peak,Weekday,False,Neutral,1
2024-03-25,French,85.09,330.12,Winter/Peak,Weekday,False,Neutral,2
2024-03-25,Thai,73.37,212.46,Winter/Peak,Weekday,False,Neutral,3
2024-03-25,Iranian,79.87,127.55,Winter/Peak,Weekday,False,Neutral,2
2024-03-25,Mediterranean,86.84,322.41,Winter/Peak,Weekday,False,Neutral,2
2024-03-25,Emirati,91.88,257.2,Winter/Peak,Weekday,False,Neutral,13
2024-03-25,Seafood,82.56,219.37,Winter/Peak,Weekday,False,Neutral,6
2024-03-26,Italian,67.2,247.31,Winter/Peak,Weekday,False,Neutral,1
2024-03-26,Chinese,62.12,103.11,Winter/Peak,Weekday,False,Neutral,0
2024-03-26,Indian,58.58,239.37,Winter/Peak,Weekday,False,Neutral,0
2024-03-26,Mexican,52.82,175.8,Winter/Peak,Weekday,False,Neutral,1
2024-03-26,French,84.37,259.81,Winter/Peak,Weekday,False,Neutral,5
2024-03-26,Thai,54.93,103.54,Winter/Peak,Weekday,False,Neutral,1
2024-03-26,Iranian,68.56,246.82,Winter/Peak,Weekday,False,Neutral,2
2024-03-26,Mediterranean,72.75,310.74,Winter/Peak,Weekday,False,Neutral,3
2024-03-26,Emirati,81.13,258.98,Winter/Peak,Weekday,False,Neutral,7
2024-03-26,Seafood,65.65,341.48,Winter/Peak,Weekday,False,Neutral,2
2024-03-27,Italian,60.23,110.87,Winter/Peak,Weekday,False,Favorable Weather,0
2024-03-27,Chinese,66.84,121.66,Winter/Peak,Weekday,False,Favorable Weather,1
2024-03-27,Indian,65.37,198.46,Winter/Peak,Weekday,False,Favorable Weather,1
2024-03-27,Mexican,77.77,179.49,Winter/Peak,Weekday,False,Favorable Weather,1
2024-03-27,French,77.44,349.61,Winter/Peak,Weekday,False,Favorable Weather,1
2024-03-27,Thai,70.57,233.91,Winter/Peak,Weekday,False,Favorable Weather,3
2024-03-27,Iranian,62.41,233.96,Winter/Peak,Weekday,False,Favorable Weather,0
2024-03-27,Mediterranean,81.68,249.36,Winter/Peak,Weekday,False,Favorable Weather,6
2024-03-27,Emirati,62.03,288.19,Winter/Peak,Weekday,False,Favorable Weather,1
2024-03-27,Seafood,81.68,255.69,Winter/Peak,Weekday,False,Favorable Weather,3
2024-03-28,Italian,79.22,167.27,Winter/Peak,Weekday,False,Neutral,3
2024-03-28,Chinese,76.0,137.84,Winter/Peak,Weekday,False,Neutral,1
2024-03-28,Indian,77.84,140.39,Winter/Peak,Weekday,False,Neutral,3
2024-03-28,Mexican,76.95,193.16,Winter/Peak,Weekday,False,Neutral,1
2024-03-28,French,57.85,239.32,Winter/Peak,Weekday,False,Neutral,1
2024-03-28,Thai,71.64,117.11,Winter/Peak,Weekday,False,Neutral,2
2024-03-28,Iranian,73.95,189.18,Winter/Peak,Weekday,False,Neutral,2
2024-03-28,Mediterranean,85.53,245.04,Winter/Peak,Weekday,False,Neutral,3
2024-03-28,Emirati,72.61,339.5,Winter/Peak,Weekday,False,Neutral,1
2024-03-28,Seafood,87.02,239.9,Winter/Peak,Weekday,False,Neutral,5
2024-03-29,Italian,94.3,208.58,Winter/Peak,Weekend,False,Neutral,7
2024-03-29,Chinese,69.91,144.61,Winter/Peak,Weekend,False,Neutral,2
2024-03-29,Indian,91.78,152.54,Winter/Peak,Weekend,False,Neutral,5
2024-03-29,Mexican,78.0,131.34,Winter/Peak,Weekend,False,Neutral,1
2024-03-29,French,100.0,337.6,Winter/Peak,Weekend,False,Neutral,6
2024-03-29,Thai,98.51,266.97,Winter/Peak,Weekend,False,Neutral,6
2024-03-29,Iranian,69.57,172.97,Winter/Peak,Weekend,False,Neutral,2
2024-03-29,Mediterranean,75.21,281.06,Winter/Peak,Weekend,False,Neutral,2
2024-03-29,Emirati,96.49,270.58,Winter/Peak,Weekend,False,Neutral,7
2024-03-29,Seafood,99.36,254.38,Winter/Peak,Weekend,False,Neutral,13
2024-03-30,Italian,96.26,174.23,Winter/Peak,Weekend,False,Favorable Weather,5
2024-03-30,Chinese,94.16,225.32,Winter/Peak,Weekend,False,Favorable Weather,5
2024-03-30,Indian,100.0,249.05,Winter/Peak,Weekend,False,Favorable Weather,7
2024-03-30,Mexican,82.03,251.41,Winter/Peak,Weekend,False,Favorable Weather,2
2024-03-30,French,85.31,261.5,Winter/Peak,Weekend,False,Favorable Weather,4
2024-03-30,Thai,100.0,273.86,Winter/Peak,Weekend,False,Favorable Weather,6
2024-03-30,Iranian,68.84,163.14,Winter/Peak,Weekend,False,Favorable Weather,3
2024-03-30,Mediterranean,100.0,267.4,Winter/Peak,Weekend,False,Favorable Weather,10
2024-03-30,Emirati,95.18,286.56,Winter/Peak,Weekend,False,Favorable Weather,7
2024-03-30,Seafood,76.61,291.58,Winter/Peak,Weekend,False,Favorable Weather,2
2024-03-31,Italian,78.3,136.73,Winter/Peak,Weekday,False,Neutral,3
2024-03-31,Chinese,80.45,116.67,Winter/Peak,Weekday,False,Neutral,3
2024-03-31,Indian,68.62,209.68,Winter/Peak,Weekday,False,Neutral,2
2024-03-31,Mexican,64.75,190.7,Winter/Peak,Weekday,False,Neutral,1
2024-03-31,French,88.23,362.77,Winter/Peak,Weekday,False,Neutral,4
2024-03-31,Thai,61.49,239.71,Winter/Peak,Weekday,False,Neutral,1
2024-03-31,Iranian,76.66,186.45,Winter/Peak,Weekday,False,Neutral,3
2024-03-31,Mediterranean,70.0,307.41,Winter/Peak,Weekday,False,Neutral,1
2024-03-31,Emirati,76.59,262.66,Winter/Peak,Weekday,False,Neutral,1
2024-03-31,Seafood,67.2,341.68,Winter/Peak,Weekday,False,Neutral,2
2024-04-01,Italian,78.64,162.16,Shoulder,Weekday,False,High Favorable Weather,2
2024-04-01,Chinese,68.64,190.34,Shoulder,Weekday,False,High Favorable Weather,2
2024-04-01,Indian,77.71,238.46,Shoulder,Weekday,False,High Favorable Weather,1
2024-04-01,Mexican,57.77,130.11,Shoulder,Weekday,False,High Favorable Weather,0
2024-04-01,French,79.18,202.51,Shoulder,Weekday,False,High Favorable Weather,2
2024-04-01,Thai,78.18,175.05,Shoulder,Weekday,False,High Favorable Weather,3
2024-04-01,Iranian,56.06,140.37,Shoulder,Weekday,False,High Favorable Weather,0
2024-04-01,Mediterranean,80.24,385.18,Shoulder,Weekday,False,High Favorable Weather,2
2024-04-01,Emirati,81.76,334.7,Shoulder,Weekday,False,High Favorable Weather,6
2024-04-01,Seafood,66.62,264.21,Shoulder,Weekday,False,High Favorable Weather,2
2024-04-02,Italian,61.58,163.79,Shoulder,Weekday,False,Neutral,1
2024-04-02,Chinese,50.0,200.65,Shoulder,Weekday,False,Neutral,0
2024-04-02,Indian,54.91,195.11,Shoulder,Weekday,False,Neutral,1
2024-04-02,Mexican,59.63,172.2,Shoulder,Weekday,False,Neutral,1
2024-04-02,French,56.77,355.25,Shoulder,Weekday,False,Neutral,0
2024-04-02,Thai,59.82,207.76,Shoulder,Weekday,False,Neutral,0
2024-04-02,Iranian,67.12,161.62,Shoulder,Weekday,False,Neutral,3
2024-04-02,Mediterranean,69.12,205.25,Shoulder,Weekday,False,Neutral,3
2024-04-02,Emirati,71.5,325.08,Shoulder,Weekday,False,Neutral,3
2024-04-02,Seafood,85.82,317.31,Shoulder,Weekday,False,Neutral,6
2024-04-03,Italian,58.69,203.28,Shoulder,Weekday,False,Favorable Weather,1
2024-04-03,Chinese,73.84,101.53,Shoulder,Weekday,False,Favorable Weather,2
2024-04-03,Indian,52.77,103.24,Shoulder,Weekday,False,Favorable Weather,0
2024-04-03,Mexican,54.25,212.06,Shoulder,Weekday,False,Favorable Weather,0
2024-04-03,French,60.64,271.73,Shoulder,Weekday,False,Favorable Weather,0
2024-04-03,Thai,55.52,155.91,Shoulder,Weekday,False,Favorable Weather,0
2024-04-03,Iranian,65.25,242.78,Shoulder,Weekday,False,Favorable Weather,1
2024-04-03,Mediterranean,73.84,252.0,Shoulder,Weekday,False,Favorable Weather,1
2024-04-03,Emirati,66.44,218.79,Shoulder,Weekday,False,Favorable Weather,2
2024-04-03,Seafood,61.01,285.95,Shoulder,Weekday,False,Favorable Weather,1
2024-04-04,Italian,55.36,128.79,Shoulder,Weekday,False,Moderate Heat Impact,0
2024-04-04,Chinese,71.3,202.04,Shoulder,Weekday,False,Moderate Heat Impact,1
2024-04-04,Indian,73.84,113.13,Shoulder,Weekday,False,Moderate Heat Impact,2
2024-04-04,Mexican,66.23,173.6,Shoulder,Weekday,False,Moderate Heat Impact,2
2024-04-04,French,58.89,306.74,Shoulder,Weekday,False,Moderate Heat Impact,0
2024-04-04,Thai,55.95,199.56,Shoulder,Weekday,False,Moderate Heat Impact,1
2024-04-04,Iranian,70.24,220.42,Shoulder,Weekday,False,Moderate Heat Impact,2
2024-04-04,Mediterranean,58.28,243.54,Shoulder,Weekday,False,Moderate Heat Impact,0
2024-04-04,Emirati,80.99,336.21,Shoulder,Weekday,False,Moderate Heat Impact,3
2024-04-04,Seafood,65.6,206.36,Shoulder,Weekday,False,Moderate Heat Impact,3
2024-04-05,Italian,91.38,197.45,Shoulder,Weekend,False,High Favorable Weather,6
2024-04-05,Chinese,76.83,130.14,Shoulder,Weekend,False,High Favorable Weather,3
2024-04-05,Indian,71.01,118.51,Shoulder,Weekend,False,High Favorable Weather,1
2024-04-05,Mexican,69.72,135.9,Shoulder,Weekend,False,High Favorable Weather,1
2024-04-05,French,100.0,428.08,Shoulder,Weekend,False,High Favorable Weather,10
2024-04-05,Thai,73.26,210.23,Shoulder,Weekend,False,High Favorable Weather,2
2024-04-05,Iranian,91.85,258.03,Shoulder,Weekend,False,High Favorable Weather,13
2024-04-05,Mediterranean,78.28,319.52,Shoulder,Weekend,False,High Favorable Weather,1
2024-04-05,Emirati,100.0,276.34,Shoulder,Weekend,False,High Favorable Weather,12
2024-04-05,Seafood,68.91,263.45,Shoulder,Weekend,False,High Favorable Weather,1
2024-04-06,Italian,59.66,234.84,Shoulder,Weekend,False,Moderate Heat Impact,1
2024-04-06,Chinese,84.6,121.64,Shoulder,Weekend,False,Moderate Heat Impact,7
2024-04-06,Indian,73.62,177.69,Shoulder,Weekend,False,Moderate Heat Impact,1
2024-04-06,Mexican,67.72,174.63,Shoulder,Weekend,False,Moderate Heat Impact,2
2024-04-06,French,99.16,336.53,Shoulder,Weekend,False,Moderate Heat Impact,13
2024-04-06,Thai,60.47,190.52,Shoulder,Weekend,False,Moderate Heat Impact,0
2024-04-06,Iranian,62.83,240.96,Shoulder,Weekend,False,Moderate Heat Impact,1
2024-04-06,Mediterranean,71.0,271.25,Shoulder,Weekend,False,Moderate Heat Impact,3
2024-04-06,Emirati,82.89,331.23,Shoulder,Weekend,False,Moderate Heat Impact,2
2024-04-06,Seafood,80.28,209.5,Shoulder,Weekend,False,Moderate Heat Impact,2
2024-04-07,Italian,69.48,164.87,Shoulder,Weekday,False,Neutral,1
2024-04-07,Chinese,50.0,214.52,Shoulder,Weekday,False,Neutral,0
2024-04-07,Indian,66.93,166.51,Shoulder,Weekday,False,Neutral,2
2024-04-07,Mexican,50.0,190.03,Shoulder,Weekday,False,Neutral,0
2024-04-07,French,62.29,277.62,Shoulder,Weekday,False,Neutral,1
2024-04-07,Thai,50.0,202.35,Shoulder,Weekday,False,Neutral,1
2024-04-07,Iranian,50.0,214.94,Shoulder,Weekday,False,Neutral,1
2024-04-07,Mediterranean,66.77,215.25,Shoulder,Weekday,False,Neutral,1
2024-04-07,Emirati,62.49,334.17,Shoulder,Weekday,False,Neutral,0
2024-04-07,Seafood,61.66,311.43,Shoulder,Weekday,False,Neutral,1
2024-04-08,Italian,74.19,204.78,Shoulder,Weekday,False,High Favorable Weather,2
2024-04-08,Chinese,60.95,114.37,Shoulder,Weekday,False,High Favorable Weather,1
2024-04-08,Indian,67.32,199.68,Shoulder,Weekday,False,High Favorable Weather,2
2024-04-08,Mexican,71.14,186.21,Shoulder,Weekday,False,High Favorable Weather,3
2024-04-08,French,62.5,380.54,Shoulder,Weekday,False,High Favorable Weather,1
2024-04-08,Thai,56.49,161.28,Shoulder,Weekday,False,High Favorable Weather,1
2024-04-08,Iranian,72.04,150.13,Shoulder,Weekday,False,High Favorable Weather,3
2024-04-08,Mediterranean,76.2,230.9,Shoulder,Weekday,False,High Favorable Weather,3
2024-04-08,Emirati,62.58,191.64,Shoulder,Weekday,False,High Favorable Weather,0
2024-04-08,Seafood,88.26,282.39,Shoulder,Weekday,False,High Favorable Weather,3
2024-04-09,Italian,58.87,198.24,Shoulder,Weekday,False,Neutral,0
2024-04-09,Chinese,73.91,146.19,Shoulder,Weekday,False,Neutral,3
2024-04-09,Indian,71.38,236.99,Shoulder,Weekday,False,Neutral,1
2024-04-09,Mexican,59.55,211.14,Shoulder,Weekday,False,Neutral,0
2024-04-09,French,55.78,259.93,Shoulder,Weekday,False,Neutral,1
2024-04-09,Thai,74.34,126.09,Shoulder,Weekday,False,Neutral,2
2024-04-09,Iranian,67.45,208.17,Shoulder,Weekday,False,Neutral,1
2024-04-09,Mediterranean,55.36,196.25,Shoulder,Weekday,False,Neutral,1
2024-04-09,Emirati,68.57,319.26,Shoulder,Weekday,False,Neutral,1
2024-04-09,Seafood,56.43,194.23,Shoulder,Weekday,False,Neutral,1
2024-04-10,Italian,61.37,187.15,Shoulder,Weekday,False,Moderate Heat Impact,1
2024-04-10,Chinese,50.0,195.03,Shoulder,Weekday,False,Moderate Heat Impact,1
2024-04-10,Indian,62.69,153.31,Shoulder,Weekday,False,Moderate Heat Impact,0
2024-04-10,Mexican,69.08,229.05,Shoulder,Weekday,False,Moderate Heat Impact,1
2024-04-10,French,68.51,361.2,Shoulder,Weekday,False,Moderate Heat Impact,3
2024-04-10,Thai,61.29,201.23,Shoulder,Weekday,False,Moderate Heat Impact,1
2024-04-10,Iranian,68.29,171.31,Shoulder,Weekday,False,Moderate Heat Impact,3
2024-04-10,Mediterranean,70.95,278.93,Shoulder,Weekday,False,Moderate Heat Impact,1
2024-04-10,Emirati,68.57,216.77,Shoulder,Weekday,False,Moderate Heat Impact,2
2024-04-10,Seafood,55.81,296.84,Shoulder,Weekday,False,Moderate Heat Impact,0
2024-04-11,Italian,53.34,227.93,Shoulder,Weekday,False,Favorable Weather,0
2024-04-11,Chinese,50.72,155.57,Shoulder,Weekday,False,Favorable Weather,1
2024-04-11,Indian,74.61,128.52,Shoulder,Weekday,False,Favorable Weather,1
2024-04-11,Mexican,69.29,210.74,Shoulder,Weekday,False,Favorable Weather,2
2024-04-11,French,73.17,204.28,Shoulder,Weekday,False,Favorable Weather,2
2024-04-11,Thai,55.46,116.81,Shoulder,Weekday,False,Favorable Weather,0
2024-04-11,Iranian,67.24,230.31,Shoulder,Weekday,False,Favorable Weather,3
2024-04-11,Mediterranean,57.54,275.16,Shoulder,Weekday,False,Favorable Weather,0
2024-04-11,Emirati,56.93,179.68,Shoulder,Weekday,False,Favorable Weather,1
